Mov avg per,maxx month ,minn month,Mov avg rides,in raange
10/7/2016,6/23/2015,5/27/2015,34027.36,False
10/8/2016,6/23/2015,5/27/2015,33785.38,False
10/9/2016,6/23/2015,5/27/2015,33775.16,False
10/10/2016,6/23/2015,5/27/2015,33942.94,False
10/11/2016,6/23/2015,5/27/2015,34076.84,False
10/12/2016,6/23/2015,5/27/2015,34008.62,False
10/13/2016,6/23/2015,5/27/2015,33779.16,False
10/14/2016,6/23/2015,5/27/2015,33612.36,False
10/15/2016,6/23/2015,5/27/2015,33327.28,False
10/16/2016,6/23/2015,5/27/2015,32943.88,False
10/17/2016,6/23/2015,5/27/2015,32874.8,False
10/18/2016,6/23/2015,5/27/2015,33013.24,False
10/19/2016,6/23/2015,5/27/2015,33003.18,False
10/20/2016,6/23/2015,5/27/2015,32860.6,False
10/21/2016,6/23/2015,5/27/2015,32692.16,False
10/22/2016,6/23/2015,5/27/2015,32427.16,False
10/23/2016,6/23/2015,5/27/2015,32592.92,False
10/24/2016,6/23/2015,5/27/2015,32643.74,False
10/25/2016,6/23/2015,5/27/2015,32746.12,False
10/26/2016,6/23/2015,5/27/2015,32673.74,False
10/27/2016,6/23/2015,5/27/2015,32555.18,False
10/28/2016,6/23/2015,5/27/2015,32412.48,False
10/29/2016,6/23/2015,5/27/2015,32245.16,False
10/30/2016,6/23/2015,5/27/2015,32374.26,False
10/31/2016,6/23/2015,5/27/2015,32275.42,False
11/1/2016,6/23/2015,5/27/2015,32131.28,False
11/2/2016,6/23/2015,5/27/2015,31900.58,False
11/3/2016,6/23/2015,5/27/2015,31628.84,False
11/4/2016,6/23/2015,5/27/2015,31224.78,False
11/5/2016,6/23/2015,5/27/2015,31173.84,False
11/6/2016,6/23/2015,5/27/2015,30898.32,False
11/7/2016,6/23/2015,5/27/2015,30652.92,False
11/8/2016,6/23/2015,5/27/2015,30513.68,False
11/9/2016,6/23/2015,5/27/2015,30141.84,False
11/10/2016,6/23/2015,5/27/2015,29853.1,False
11/11/2016,6/23/2015,5/27/2015,29648.52,False
11/12/2016,6/23/2015,5/27/2015,29057.76,False
11/13/2016,6/23/2015,5/27/2015,28722.92,False
11/14/2016,6/23/2015,5/27/2015,28622.02,False
11/15/2016,6/23/2015,5/27/2015,28496.5,False
11/16/2016,6/23/2015,5/27/2015,28330.26,False
11/17/2016,6/23/2015,5/27/2015,28108.92,False
11/18/2016,6/23/2015,5/27/2015,27950.58,False
11/19/2016,6/23/2015,5/27/2015,27636.9,False
11/20/2016,6/23/2015,5/27/2015,27497.3,False
11/21/2016,6/23/2015,5/27/2015,27341.46,False
11/22/2016,6/23/2015,5/27/2015,27178.26,False
11/23/2016,6/23/2015,5/27/2015,27017.48,False
11/24/2016,6/23/2015,5/27/2015,26856.44,False
11/25/2016,6/23/2015,5/27/2015,26704.6,False
11/26/2016,6/23/2015,5/27/2015,26435.22,False
11/27/2016,6/23/2015,5/27/2015,26206.46,False
11/28/2016,6/23/2015,5/27/2015,26240.12,False
11/29/2016,6/23/2015,5/27/2015,26137.06,False
11/30/2016,6/23/2015,5/27/2015,25977.46,False
12/1/2016,6/23/2015,5/27/2015,25856.72,False
12/2/2016,6/23/2015,5/27/2015,25764.8,False
12/3/2016,6/23/2015,5/27/2015,25476.28,False
12/4/2016,6/23/2015,5/27/2015,25311.86,False
12/5/2016,6/23/2015,5/27/2015,25465.94,False
12/6/2016,6/23/2015,5/27/2015,25453.16,False
12/7/2016,6/23/2015,5/27/2015,25386.22,False
12/8/2016,6/23/2015,5/27/2015,25280.08,False
12/9/2016,6/23/2015,5/27/2015,25227.48,False
12/10/2016,6/23/2015,5/27/2015,24912.78,False
12/11/2016,6/23/2015,5/27/2015,24741.38,False
12/12/2016,6/23/2015,5/27/2015,24775.82,False
12/13/2016,6/23/2015,5/27/2015,24705.16,False
12/14/2016,6/23/2015,5/27/2015,24622.54,False
12/15/2016,6/23/2015,5/27/2015,24506.24,False
12/16/2016,6/23/2015,5/27/2015,24380.9,False
12/17/2016,6/23/2015,5/27/2015,24057.26,False
12/18/2016,6/23/2015,5/27/2015,23800.96,False
12/19/2016,6/23/2015,5/27/2015,23800.96,False
12/20/2016,6/23/2015,5/27/2015,23609.02,False
12/21/2016,6/23/2015,5/27/2015,23430.66,False
12/22/2016,6/23/2015,5/27/2015,23219.12,False
12/23/2016,6/23/2015,5/27/2015,22889.48,False
12/24/2016,6/23/2015,5/27/2015,22608.64,False
12/25/2016,6/23/2015,5/27/2015,22953.3,False
12/26/2016,6/23/2015,5/27/2015,22914.28,False
12/27/2016,6/23/2015,5/27/2015,22787.26,False
12/28/2016,6/23/2015,5/27/2015,22512.88,False
12/29/2016,6/23/2015,5/27/2015,22419.92,False
12/30/2016,6/23/2015,5/27/2015,22134.64,False
12/31/2016,6/23/2015,5/27/2015,21806.84,False
1/1/2017,6/23/2015,5/27/2015,21755.46,False
1/2/2017,6/23/2015,5/27/2015,21611.04,False
1/3/2017,6/23/2015,5/27/2015,21507.4,False
